accuracy,precision,recall,f1,confusion_matrix
0.44,0.5287356321839081,0.39316239316239315,0.45098039215686275,"[[42 41]
 [71 46]]"
0.43,0.5,0.42105263157894735,0.45714285714285713,"[[38 48]
 [66 48]]"
0.47,0.5108695652173914,0.4351851851851852,0.47,"[[47 45]
 [61 47]]"
0.505,0.5730337078651685,0.45535714285714285,0.5074626865671642,"[[50 38]
 [61 51]]"
0.535,0.5053763440860215,0.5,0.5026737967914439,"[[60 46]
 [47 47]]"
0.575,0.5841584158415841,0.5784313725490197,0.5812807881773399,"[[56 42]
 [43 59]]"
0.55,0.5641025641025641,0.44,0.4943820224719101,"[[66 34]
 [56 44]]"
0.485,0.5327102803738317,0.5181818181818182,0.5253456221198156,"[[40 50]
 [53 57]]"
0.625,0.6464646464646465,0.6153846153846154,0.6305418719211823,"[[61 35]
 [40 64]]"
0.67,0.71,0.6574074074074074,0.6826923076923077,"[[63 29]
 [37 71]]"
0.6,0.56,0.6086956521739131,0.5833333333333334,"[[64 44]
 [36 56]]"
0.64,0.6907216494845361,0.6146788990825688,0.6504854368932039,"[[61 30]
 [42 67]]"
0.635,0.693069306930693,0.625,0.6572769953051644,"[[57 31]
 [42 70]]"
0.62,0.6344086021505376,0.5841584158415841,0.6082474226804123,"[[65 34]
 [42 59]]"
0.695,0.7368421052631579,0.660377358490566,0.6965174129353234,"[[69 25]
 [36 70]]"
0.63,0.6262626262626263,0.6262626262626263,0.6262626262626263,"[[64 37]
 [37 62]]"
0.62,0.7203389830508474,0.6640625,0.6910569105691057,"[[39 33]
 [43 85]]"
0.705,0.7659574468085106,0.6605504587155964,0.7093596059113301,"[[69 22]
 [37 72]]"
0.665,0.6792452830188679,0.6857142857142857,0.6824644549763034,"[[61 34]
 [33 72]]"
0.67,0.6893203883495146,0.6761904761904762,0.6826923076923077,"[[63 32]
 [34 71]]"
0.665,0.6788990825688074,0.6981132075471698,0.6883720930232559,"[[59 35]
 [32 74]]"
0.67,0.7171717171717171,0.6513761467889908,0.6826923076923077,"[[63 28]
 [38 71]]"
0.68,0.7,0.7129629629629629,0.7064220183486238,"[[59 33]
 [31 77]]"
0.62,0.6428571428571429,0.6057692307692307,0.6237623762376238,"[[61 35]
 [41 63]]"
0.635,0.6761904761904762,0.6454545454545455,0.6604651162790698,"[[56 34]
 [39 71]]"
0.68,0.7169811320754716,0.6909090909090909,0.7037037037037037,"[[60 30]
 [34 76]]"
0.695,0.7211538461538461,0.7009345794392523,0.7109004739336493,"[[64 29]
 [32 75]]"
0.61,0.6666666666666666,0.6434782608695652,0.6548672566371682,"[[48 37]
 [41 74]]"
0.695,0.7142857142857143,0.7075471698113207,0.7109004739336493,"[[64 30]
 [31 75]]"
0.7,0.7339449541284404,0.7207207207207207,0.7272727272727273,"[[60 29]
 [31 80]]"
0.725,0.75,0.7289719626168224,0.7393364928909952,"[[67 26]
 [29 78]]"
0.735,0.7289719626168224,0.7647058823529411,0.7464114832535885,"[[69 29]
 [24 78]]"
0.69,0.6981132075471698,0.7115384615384616,0.7047619047619048,"[[64 32]
 [30 74]]"
0.665,0.780952380952381,0.6507936507936508,0.70995670995671,"[[51 23]
 [44 82]]"
0.73,0.7068965517241379,0.803921568627451,0.7522935779816514,"[[64 34]
 [20 82]]"
0.67,0.7216494845360825,0.6422018348623854,0.6796116504854369,"[[64 27]
 [39 70]]"
0.69,0.7641509433962265,0.6864406779661016,0.7232142857142857,"[[57 25]
 [37 81]]"
0.725,0.7345132743362832,0.7685185185185185,0.751131221719457,"[[62 30]
 [25 83]]"
0.715,0.6990291262135923,0.7346938775510204,0.7164179104477612,"[[71 31]
 [26 72]]"
0.715,0.7358490566037735,0.7289719626168224,0.7323943661971831,"[[65 28]
 [29 78]]"
0.745,0.7837837837837838,0.7631578947368421,0.7733333333333333,"[[62 24]
 [27 87]]"
0.655,0.6636363636363637,0.6952380952380952,0.6790697674418604,"[[58 37]
 [32 73]]"
0.75,0.8,0.773109243697479,0.7863247863247863,"[[58 23]
 [27 92]]"
0.78,0.803921568627451,0.7735849056603774,0.7884615384615384,"[[74 20]
 [24 82]]"
0.7,0.7075471698113207,0.7211538461538461,0.7142857142857143,"[[65 31]
 [29 75]]"
0.795,0.8,0.8076923076923077,0.8038277511961722,"[[75 21]
 [20 84]]"
0.72,0.7699115044247787,0.7435897435897436,0.7565217391304347,"[[57 26]
 [30 87]]"
0.775,0.7565217391304347,0.8365384615384616,0.7945205479452054,"[[68 28]
 [17 87]]"
0.75,0.7524752475247525,0.7524752475247525,0.7524752475247525,"[[74 25]
 [25 76]]"
0.765,0.8113207547169812,0.7610619469026548,0.7853881278538812,"[[67 20]
 [27 86]]"
0.77,0.7818181818181819,0.7962962962962963,0.7889908256880734,"[[68 24]
 [22 86]]"
0.8,0.8247422680412371,0.7766990291262136,0.8,"[[80 17]
 [23 80]]"
0.8,0.7699115044247787,0.8613861386138614,0.8130841121495327,"[[73 26]
 [14 87]]"
0.74,0.6666666666666666,0.8045977011494253,0.7291666666666666,"[[78 35]
 [17 70]]"
0.79,0.7788461538461539,0.81,0.7941176470588235,"[[77 23]
 [19 81]]"
0.755,0.7238095238095238,0.7916666666666666,0.7562189054726368,"[[75 29]
 [20 76]]"
0.835,0.8648648648648649,0.8421052631578947,0.8533333333333334,"[[71 15]
 [18 96]]"
0.825,0.8217821782178217,0.83,0.8258706467661692,"[[82 18]
 [17 83]]"
0.77,0.7904761904761904,0.7757009345794392,0.7830188679245284,"[[71 22]
 [24 83]]"
0.77,0.7355371900826446,0.8640776699029126,0.7946428571428571,"[[65 32]
 [14 89]]"
0.755,0.7398373983739838,0.8425925925925926,0.7878787878787878,"[[60 32]
 [17 91]]"
0.815,0.8113207547169812,0.8349514563106796,0.8229665071770335,"[[77 20]
 [17 86]]"
0.815,0.8067226890756303,0.8727272727272727,0.8384279475982532,"[[67 23]
 [14 96]]"
0.82,0.8380952380952381,0.822429906542056,0.8301886792452831,"[[76 17]
 [19 88]]"
0.815,0.8252427184466019,0.8173076923076923,0.821256038647343,"[[78 18]
 [19 85]]"
0.78,0.8333333333333334,0.7589285714285714,0.794392523364486,"[[71 17]
 [27 85]]"
0.815,0.7863247863247863,0.8846153846153846,0.832579185520362,"[[71 25]
 [12 92]]"
0.795,0.7876106194690266,0.839622641509434,0.8127853881278538,"[[70 24]
 [17 89]]"
0.775,0.7559055118110236,0.8727272727272727,0.810126582278481,"[[59 31]
 [14 96]]"
0.78,0.7647058823529411,0.7959183673469388,0.78,"[[78 24]
 [20 78]]"
0.785,0.7850467289719626,0.8076923076923077,0.7962085308056872,"[[73 23]
 [20 84]]"
0.785,0.8103448275862069,0.8173913043478261,0.8138528138528138,"[[63 22]
 [21 94]]"
0.79,0.75,0.8571428571428571,0.8,"[[74 28]
 [14 84]]"
0.805,0.8181818181818182,0.8256880733944955,0.821917808219178,"[[71 20]
 [19 90]]"
0.765,0.7727272727272727,0.794392523364486,0.783410138248848,"[[68 25]
 [22 85]]"
0.795,0.8083333333333333,0.8434782608695652,0.825531914893617,"[[62 23]
 [18 97]]"
0.85,0.7948717948717948,0.9393939393939394,0.8611111111111112,"[[77 24]
 [ 6 93]]"
0.84,0.8360655737704918,0.8947368421052632,0.864406779661017,"[[ 66  20]
 [ 12 102]]"
0.805,0.7796610169491526,0.8761904761904762,0.8251121076233184,"[[69 26]
 [13 92]]"
0.78,0.7652173913043478,0.8380952380952381,0.8,"[[68 27]
 [17 88]]"
0.79,0.7586206896551724,0.8627450980392157,0.8073394495412844,"[[70 28]
 [14 88]]"
0.835,0.8130081300813008,0.9090909090909091,0.8583690987124464,"[[ 67  23]
 [ 10 100]]"
0.785,0.7454545454545455,0.845360824742268,0.7922705314009661,"[[75 28]
 [15 82]]"
0.835,0.8524590163934426,0.8739495798319328,0.8630705394190872,"[[ 63  18]
 [ 15 104]]"
0.84,0.8095238095238095,0.9272727272727272,0.864406779661017,"[[ 66  24]
 [  8 102]]"
0.82,0.8214285714285714,0.8518518518518519,0.8363636363636363,"[[72 20]
 [16 92]]"
0.82,0.8421052631578947,0.8421052631578947,0.8421052631578947,"[[68 18]
 [18 96]]"
0.81,0.8064516129032258,0.8771929824561403,0.8403361344537815,"[[ 62  24]
 [ 14 100]]"
0.845,0.848,0.8983050847457628,0.8724279835390947,"[[ 63  19]
 [ 12 106]]"
0.845,0.8282828282828283,0.8541666666666666,0.841025641025641,"[[87 17]
 [14 82]]"
0.87,0.8571428571428571,0.918918918918919,0.8869565217391304,"[[ 72  17]
 [  9 102]]"
0.79,0.7894736842105263,0.8333333333333334,0.8108108108108109,"[[68 24]
 [18 90]]"
0.84,0.8090909090909091,0.89,0.8476190476190476,"[[79 21]
 [11 89]]"
0.805,0.7610619469026548,0.8775510204081632,0.8151658767772512,"[[75 27]
 [12 86]]"
0.835,0.8288288288288288,0.8679245283018868,0.847926267281106,"[[75 19]
 [14 92]]"
0.765,0.7,0.8461538461538461,0.7661691542288557,"[[76 33]
 [14 77]]"
0.815,0.8166666666666667,0.8672566371681416,0.8412017167381974,"[[65 22]
 [15 98]]"
0.81,0.8,0.8461538461538461,0.822429906542056,"[[74 22]
 [16 88]]"
0.825,0.8515625,0.872,0.8616600790513834,"[[ 56  19]
 [ 16 109]]"
0.87,0.8596491228070176,0.9074074074074074,0.8828828828828829,"[[76 16]
 [10 98]]"
0.81,0.808695652173913,0.8532110091743119,0.8303571428571429,"[[69 22]
 [16 93]]"
0.87,0.897196261682243,0.8648648648648649,0.8807339449541285,"[[78 11]
 [15 96]]"
0.85,0.8584070796460177,0.8738738738738738,0.8660714285714286,"[[73 16]
 [14 97]]"
0.81,0.743801652892562,0.9278350515463918,0.8256880733944955,"[[72 31]
 [ 7 90]]"
0.825,0.8230088495575221,0.8611111111111112,0.8416289592760181,"[[72 20]
 [15 93]]"
0.835,0.8363636363636363,0.8598130841121495,0.847926267281106,"[[75 18]
 [15 92]]"
0.88,0.864406779661017,0.9272727272727272,0.8947368421052632,"[[ 74  16]
 [  8 102]]"
0.805,0.8695652173913043,0.8064516129032258,0.8368200836820083,"[[ 61  15]
 [ 24 100]]"
0.845,0.8598130841121495,0.8518518518518519,0.8558139534883721,"[[77 15]
 [16 92]]"
0.85,0.8482142857142857,0.8796296296296297,0.8636363636363636,"[[75 17]
 [13 95]]"
0.835,0.8016528925619835,0.9150943396226415,0.8546255506607929,"[[70 24]
 [ 9 97]]"
0.845,0.8461538461538461,0.8839285714285714,0.8646288209606987,"[[70 18]
 [13 99]]"
0.815,0.7890625,0.9099099099099099,0.8451882845188284,"[[ 62  27]
 [ 10 101]]"
0.85,0.8672566371681416,0.8672566371681416,0.8672566371681416,"[[72 15]
 [15 98]]"
0.81,0.7627118644067796,0.9,0.8256880733944955,"[[72 28]
 [10 90]]"
0.835,0.7950819672131147,0.9238095238095239,0.8546255506607929,"[[70 25]
 [ 8 97]]"
0.805,0.7967479674796748,0.875,0.8340425531914893,"[[63 25]
 [14 98]]"
0.82,0.7704918032786885,0.9215686274509803,0.8392857142857143,"[[70 28]
 [ 8 94]]"
0.77,0.7615384615384615,0.868421052631579,0.8114754098360656,"[[55 31]
 [15 99]]"
0.795,0.8173913043478261,0.8245614035087719,0.8209606986899564,"[[65 21]
 [20 94]]"
0.805,0.7610619469026548,0.8775510204081632,0.8151658767772512,"[[75 27]
 [12 86]]"
0.86,0.847457627118644,0.9090909090909091,0.8771929824561403,"[[ 72  18]
 [ 10 100]]"
0.81,0.768595041322314,0.9029126213592233,0.8303571428571429,"[[69 28]
 [10 93]]"
0.88,0.8907563025210085,0.905982905982906,0.8983050847457628,"[[ 70  13]
 [ 11 106]]"
0.825,0.8130081300813008,0.8928571428571429,0.851063829787234,"[[ 65  23]
 [ 12 100]]"
0.85,0.8521739130434782,0.8828828828828829,0.8672566371681416,"[[72 17]
 [13 98]]"
0.785,0.7727272727272727,0.8252427184466019,0.7981220657276995,"[[72 25]
 [18 85]]"
0.83,0.8,0.865979381443299,0.8316831683168316,"[[82 21]
 [13 84]]"
0.85,0.8181818181818182,0.9,0.8571428571428571,"[[80 20]
 [10 90]]"
0.84,0.8389830508474576,0.8839285714285714,0.8608695652173913,"[[69 19]
 [13 99]]"
0.845,0.7983870967741935,0.9428571428571428,0.8646288209606987,"[[70 25]
 [ 6 99]]"
0.8,0.803030303030303,0.8833333333333333,0.8412698412698413,"[[ 54  26]
 [ 14 106]]"
0.85,0.8440366972477065,0.8761904761904762,0.8598130841121495,"[[78 17]
 [13 92]]"
0.86,0.8448275862068966,0.9074074074074074,0.875,"[[74 18]
 [10 98]]"
0.855,0.8347107438016529,0.9181818181818182,0.8744588744588745,"[[ 70  20]
 [  9 101]]"
0.83,0.808695652173913,0.8857142857142857,0.8454545454545455,"[[73 22]
 [12 93]]"
0.87,0.8288288288288288,0.9292929292929293,0.8761904761904762,"[[82 19]
 [ 7 92]]"
0.84,0.8527131782945736,0.8943089430894309,0.873015873015873,"[[ 58  19]
 [ 13 110]]"
0.855,0.8362068965517241,0.9065420560747663,0.8699551569506726,"[[74 19]
 [10 97]]"
0.865,0.8292682926829268,0.9444444444444444,0.8831168831168831,"[[ 71  21]
 [  6 102]]"
0.875,0.8272727272727273,0.9381443298969072,0.8792270531400966,"[[84 19]
 [ 6 91]]"
0.86,0.8666666666666667,0.8666666666666667,0.8666666666666667,"[[81 14]
 [14 91]]"
0.81,0.7886178861788617,0.8899082568807339,0.8362068965517241,"[[65 26]
 [12 97]]"
0.875,0.84,0.9545454545454546,0.8936170212765957,"[[ 70  20]
 [  5 105]]"
0.845,0.8253968253968254,0.9203539823008849,0.8702928870292888,"[[ 65  22]
 [  9 104]]"
0.815,0.768595041322314,0.9117647058823529,0.8340807174887892,"[[70 28]
 [ 9 93]]"
0.845,0.7966101694915254,0.9306930693069307,0.8584474885844748,"[[75 24]
 [ 7 94]]"
0.885,0.8818181818181818,0.9065420560747663,0.8940092165898618,"[[80 13]
 [10 97]]"
0.85,0.8230088495575221,0.9029126213592233,0.8611111111111112,"[[77 20]
 [10 93]]"
0.84,0.8360655737704918,0.8947368421052632,0.864406779661017,"[[ 66  20]
 [ 12 102]]"
0.87,0.85,0.9272727272727272,0.8869565217391304,"[[ 72  18]
 [  8 102]]"
0.875,0.873015873015873,0.9243697478991597,0.8979591836734694,"[[ 65  16]
 [  9 110]]"
0.845,0.782608695652174,0.9375,0.8530805687203792,"[[79 25]
 [ 6 90]]"
0.85,0.8278688524590164,0.9181818181818182,0.8706896551724138,"[[ 69  21]
 [  9 101]]"
0.825,0.7899159663865546,0.9038461538461539,0.8430493273542601,"[[71 25]
 [10 94]]"
0.825,0.775,0.9207920792079208,0.8416289592760181,"[[72 27]
 [ 8 93]]"
0.85,0.8362068965517241,0.8981481481481481,0.8660714285714286,"[[73 19]
 [11 97]]"
0.815,0.7933884297520661,0.8888888888888888,0.8384279475982532,"[[67 25]
 [12 96]]"
0.815,0.7657657657657657,0.8854166666666666,0.821256038647343,"[[78 26]
 [11 85]]"
0.835,0.7876106194690266,0.9081632653061225,0.8436018957345972,"[[78 24]
 [ 9 89]]"
0.88,0.8571428571428571,0.9473684210526315,0.9,"[[ 68  18]
 [  6 108]]"
0.835,0.7641509433962265,0.9101123595505618,0.8307692307692308,"[[86 25]
 [ 8 81]]"
0.86,0.824,0.944954128440367,0.8803418803418803,"[[ 69  22]
 [  6 103]]"
0.84,0.7913043478260869,0.9191919191919192,0.8504672897196262,"[[77 24]
 [ 8 91]]"
0.84,0.8434782608695652,0.8738738738738738,0.8584070796460177,"[[71 18]
 [14 97]]"
0.905,0.9196428571428571,0.911504424778761,0.9155555555555556,"[[ 78   9]
 [ 10 103]]"
0.85,0.8125,0.91,0.8584905660377359,"[[79 21]
 [ 9 91]]"
0.885,0.8984375,0.92,0.9090909090909091,"[[ 62  13]
 [ 10 115]]"
0.87,0.8571428571428571,0.9421487603305785,0.8976377952755905,"[[ 60  19]
 [  7 114]]"
0.87,0.8503937007874016,0.9391304347826087,0.8925619834710744,"[[ 66  19]
 [  7 108]]"
0.835,0.8389830508474576,0.8761061946902655,0.8571428571428571,"[[68 19]
 [14 99]]"
0.875,0.8571428571428571,0.8842105263157894,0.8704663212435233,"[[91 14]
 [11 84]]"
0.86,0.8608695652173913,0.8918918918918919,0.8761061946902655,"[[73 16]
 [12 99]]"
0.905,0.8981481481481481,0.9238095238095239,0.9107981220657277,"[[84 11]
 [ 8 97]]"
0.915,0.9026548672566371,0.9444444444444444,0.9230769230769231,"[[ 81  11]
 [  6 102]]"
0.855,0.8275862068965517,0.9142857142857143,0.8687782805429864,"[[75 20]
 [ 9 96]]"
0.835,0.7758620689655172,0.9278350515463918,0.8450704225352113,"[[77 26]
 [ 7 90]]"
0.89,0.8632478632478633,0.9439252336448598,0.9017857142857143,"[[ 77  16]
 [  6 101]]"
0.86,0.8363636363636363,0.9019607843137255,0.8679245283018868,"[[80 18]
 [10 92]]"
0.865,0.8487394957983193,0.9181818181818182,0.8820960698689956,"[[ 72  18]
 [  9 101]]"
0.825,0.8018867924528302,0.8585858585858586,0.8292682926829268,"[[80 21]
 [14 85]]"
0.89,0.9047619047619048,0.8878504672897196,0.8962264150943396,"[[83 10]
 [12 95]]"
0.875,0.8951612903225806,0.9024390243902439,0.8987854251012146,"[[ 64  13]
 [ 12 111]]"
0.9,0.8709677419354839,0.9642857142857143,0.9152542372881356,"[[ 72  16]
 [  4 108]]"
0.86,0.8951612903225806,0.8809523809523809,0.888,"[[ 61  13]
 [ 15 111]]"
0.84,0.8461538461538461,0.8761061946902655,0.8608695652173913,"[[69 18]
 [14 99]]"
0.895,0.8828125,0.9495798319327731,0.9149797570850202,"[[ 66  15]
 [  6 113]]"
0.89,0.9026548672566371,0.9026548672566371,0.9026548672566371,"[[ 76  11]
 [ 11 102]]"
0.875,0.8727272727272727,0.897196261682243,0.8847926267281107,"[[79 14]
 [11 96]]"
0.87,0.8608695652173913,0.908256880733945,0.8839285714285714,"[[75 16]
 [10 99]]"
0.805,0.7636363636363637,0.865979381443299,0.8115942028985508,"[[77 26]
 [13 84]]"
0.82,0.7786885245901639,0.9134615384615384,0.8407079646017699,"[[69 27]
 [ 9 95]]"
0.855,0.831858407079646,0.9038461538461539,0.8663594470046083,"[[77 19]
 [10 94]]"
0.805,0.7798165137614679,0.85,0.8133971291866029,"[[76 24]
 [15 85]]"
0.885,0.8962264150943396,0.8878504672897196,0.892018779342723,"[[82 11]
 [12 95]]"
0.89,0.8677685950413223,0.9459459459459459,0.9051724137931034,"[[ 73  16]
 [  6 105]]"
0.86,0.8407079646017699,0.9047619047619048,0.8715596330275229,"[[77 18]
 [10 95]]"
0.835,0.8292682926829268,0.8947368421052632,0.8607594936708861,"[[ 65  21]
 [ 12 102]]"
0.88,0.8461538461538461,0.9428571428571428,0.8918918918918919,"[[77 18]
 [ 6 99]]"
0.86,0.8135593220338984,0.9411764705882353,0.8727272727272727,"[[76 22]
 [ 6 96]]"
0.9,0.8981481481481481,0.9150943396226415,0.9065420560747663,"[[83 11]
 [ 9 97]]"
